,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3046,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3047,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3048,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3049,Malaria, Chills, Vomiting, High fever, Sweating
3050,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3051,Dengue, Skin rash, Chills, Joint pain, Vomiting
3052,Typhoid, Chills, Vomiting, Fatigue, High fever
3053,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3054,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3055,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3056,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3057,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3058,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3059,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3060,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3061,Pneumonia, Chills, Fatigue, Cough, High fever
3062,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3063,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3064,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3065,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3066,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3067,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3068,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3069,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3070,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3071,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3072,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3073,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3074,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3075,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3076,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3077,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3078,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3079,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3080,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3081,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3082,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3083,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3084,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3085,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3086,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3087,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3088,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3089,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3090,Malaria, Chills, Vomiting, High fever, Sweating
3091,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3092,Dengue, Skin rash, Chills, Joint pain, Vomiting
3093,Typhoid, Chills, Vomiting, Fatigue, High fever
3094,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3095,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3096,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3097,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3098,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3099,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3100,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3101,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3102,Pneumonia, Chills, Fatigue, Cough, High fever
3103,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3104,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3105,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3106,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3107,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3108,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3109,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3110,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3111,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3112,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3113,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3114,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3115,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3116,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3117,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3118,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3119,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3120,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3121,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3122,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3123,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3124,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3125,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3126,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3127,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3128,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3129,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3130,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3131,Malaria, Chills, Vomiting, High fever, Sweating
3132,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3133,Dengue, Skin rash, Chills, Joint pain, Vomiting
3134,Typhoid, Chills, Vomiting, Fatigue, High fever
3135,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3136,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3137,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3138,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3139,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3140,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3141,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3142,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3143,Pneumonia, Chills, Fatigue, Cough, High fever
3144,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3145,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3146,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3147,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3148,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3149,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3150,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3151,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3152,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3153,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3154,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3155,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3156,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3157,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3158,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3159,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3160,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3161,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3162,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3163,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3164,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3165,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3166,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3167,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3168,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3169,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3170,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3171,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3172,Malaria, Chills, Vomiting, High fever, Sweating
3173,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3174,Dengue, Skin rash, Chills, Joint pain, Vomiting
3175,Typhoid, Chills, Vomiting, Fatigue, High fever
3176,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3177,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3178,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3179,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3180,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3181,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3182,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3183,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3184,Pneumonia, Chills, Fatigue, Cough, High fever
3185,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3186,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3187,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3188,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3189,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3190,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3191,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3192,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3193,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3194,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3195,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3196,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3197,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3198,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3199,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3200,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3201,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3202,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3203,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3204,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3205,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3206,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3207,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3208,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3209,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3210,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3211,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3212,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3213,Malaria, Chills, Vomiting, High fever, Sweating
3214,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3215,Dengue, Skin rash, Chills, Joint pain, Vomiting
3216,Typhoid, Chills, Vomiting, Fatigue, High fever
3217,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3218,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3219,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3220,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3221,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3222,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3223,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3224,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3225,Pneumonia, Chills, Fatigue, Cough, High fever
3226,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3227,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3228,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3229,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3230,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3231,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3232,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3233,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3234,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3235,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3236,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3237,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3238,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3239,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3240,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3241,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3242,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3243,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3244,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3245,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3246,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3247,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3248,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3249,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
3250,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
3251,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
3252,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
3253,Jaundice,Itching, Vomiting, Fatigue, Weight loss
3254,Malaria, Chills, Vomiting, High fever, Sweating
3255,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
3256,Dengue, Skin rash, Chills, Joint pain, Vomiting
3257,Typhoid, Chills, Vomiting, Fatigue, High fever
3258,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
3259,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
3260,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
3261,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
3262,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
3263,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
3264,Tuberculosis, Chills, Vomiting, Fatigue, Weight loss
3265,Common Cold, Continuous sneezing, Chills, Fatigue, Cough
3266,Pneumonia, Chills, Fatigue, Cough, High fever
3267,Dimorphic hemmorhoids(piles), Constipation, Pain during Bowel movements, Pain in Anal region, Bloody stool
3268,Heart attack, Vomiting, Breathlessness, Sweating, Chest pain
3269,Varicose veins, Fatigue, Cramps, Bruising, Obesity
3270,Hypothyroidism, Fatigue, Weight gain, Cold hands and feets, Mood swings
3271,Hyperthyroidism, Fatigue, Mood swings, Weight loss, Restlessness
3272,Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating
3273,Osteoarthristis, Joint pain, Neck pain, Knee pain, Hip joint pain
3274,Arthritis, Muscle weakness, Stiff neck, Swelling joints, Movement stiffness
3275,(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning movements
3276,Acne, Skin rash, Pus filled pimples, Blackheads, Scurring
3277,Urinary tract infection, Burning Micturition, Bladder discomfort, Foul smell of urine, Continuous feel of urine
3278,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
3279,Impetigo, Skin rash, High fever, Blister, Red sore around nose
3280,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
3281,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
3282,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
3283,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
3284,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
3285,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
3286,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
3287,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
3288,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
3289,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
3290,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
